Sex,Age,Name,State,Address,Famsize,Pstatus,Medu,Fedu,Mjob,Fjob,Guardian,Math_Score,Reading_Score,Writing_Score,Attendance_Rate,Suspensions,Expulsions,Teacher_Support,Counseling,Social_Worker_Visits,Parental_Involvement,GPA
Male,15,Mason Brown,Utah,Rural,GT3,T,College,College,Other,Other,Father,50.0,40.0,50.0,60.0,1,,Low,No,1,Low,2.595779156
Female,16,Olivia Brown,California,Rural,GT3,T,PostGraduate,PostGraduate,Other,At_home,Other,100.0,80.0,80.0,100.0,0,0.0,High,No,0,High,3.368493699
Female,15,Amelia Jones,Oregon,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,Teacher,Father,80.0,80.0,90.0,100.0,0,0.0,High,Yes,0,High,3.617423485
Female,16,Mia Johnson,Arizona,Rural,GT3,A,College,College,At_home,Health,Mother,40.0,40.0,,60.0,2,2.0,Low,Yes,2,Low,
Female,15,Emma Smith,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,Health,Health,Mother,,100.0,100.0,90.0,0,0.0,High,No,0,High,3.365853171
Female,15,Harper Williams,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,Services,Services,Father,100.0,90.0,90.0,90.0,0,0.0,High,Yes,0,High,3.547569514
Male,19,Elijah Brown,California,Urban,LE3,A,College,College,Services,Services,Father,50.0,,40.0,50.0,2,,Low,Yes,1,Low,2.596259252
Male,15,Oliver Williams,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,Teacher,Father,80.0,80.0,,100.0,0,0.0,High,No,0,High,3.617663533
Male,15,Lucas Jones,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,At_home,Services,Father,90.0,90.0,100.0,100.0,0,0.0,High,Yes,0,High,
Female,17,Emma Johnson,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Health,Services,Mother,80.0,90.0,80.0,90.0,0,,High,No,0,High,3.363452691
Male,15,Elijah Jones,Nevada,Rural,LE3,T,College,College,Other,Health,Other,50.0,50.0,50.0,50.0,2,1.0,Low,No,2,Low,2.5964993
Male,16,William Williams,Oregon,Urban,LE3,A,College,College,Teacher,Other,Mother,40.0,40.0,40.0,50.0,1,2.0,Low,Yes,1,Low,2.596739348
Female,15,Emma Jones,California,Rural,LE3,A,College,College,Health,Health,Other,50.0,50.0,40.0,60.0,1,2.0,Low,Yes,2,Low,2.596979396
Male,17,Lucas Brown,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Health,Health,Mother,100.0,80.0,90.0,90.0,0,0.0,High,Yes,0,High,3.613102621
Female,15,Charlotte Smith,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,Health,Teacher,Father,100.0,80.0,80.0,90.0,0,0.0,High,No,0,High,3.687037407
Female,15,Mia Jones,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,At_home,Teacher,Mother,90.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.371374275
Male,18,Oliver Johnson,Utah,Rural,GT3,T,PostGraduate,PostGraduate,Health,Other,Mother,70.0,90.0,100.0,90.0,0,0.0,High,No,0,High,
Male,15,Noah Jones,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,At_home,At_home,Father,80.0,90.0,80.0,90.0,0,0.0,High,No,0,High,3.370414083
Female,16,Isabella Smith,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Services,Father,70.0,,90.0,90.0,0,0.0,High,Yes,0,High,3.369933987
Female,15,Evelyn Brown,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,Health,Services,Mother,90.0,100.0,90.0,100.0,0,0.0,High,Yes,0,High,3.541808362
Male,16,Noah Johnson,Utah,Urban,LE3,T,College,College,Other,Health,Mother,40.0,50.0,50.0,50.0,2,2.0,Low,Yes,2,Low,2.597219444
Male,17,Lucas Jones,California,Rural,LE3,A,PostGraduate,PostGraduate,Health,Health,Other,90.0,90.0,80.0,90.0,0,0.0,High,No,0,High,3.398019604
Male,15,Liam Williams,Arizona,Rural,LE3,T,College,College,Other,Other,Other,50.0,,40.0,50.0,2,1.0,Low,No,2,Low,2.597459492
Male,15,Elijah Smith,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,Services,Mother,100.0,90.0,90.0,100.0,0,0.0,High,Yes,0,High,3.397779556
Male,15,Noah Jones,Arizona,Rural,LE3,T,College,College,Services,Health,Other,40.0,50.0,50.0,60.0,2,2.0,Low,No,2,Low,2.592178436
Female,17,Evelyn Jones,California,Urban,GT3,T,College,College,Teacher,Health,Father,40.0,50.0,40.0,50.0,1,2.0,Low,No,1,Low,2.594818964
Female,15,Sophia Williams,Oregon,Rural,GT3,T,College,College,At_home,Teacher,Mother,40.0,40.0,,50.0,1,1.0,Low,Yes,3,Low,2.591938388
Male,16,William Williams,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Teacher,At_home,Mother,,100.0,80.0,100.0,0,0.0,High,Yes,0,High,3.393458692
Male,17,Benjamin Jones,Arizona,Urban,LE3,A,College,College,Services,Other,Other,50.0,50.0,50.0,50.0,2,2.0,Low,No,1,Low,2.588577716
Male,15,William Smith,Utah,Rural,LE3,A,College,College,Services,At_home,Mother,40.0,50.0,50.0,50.0,2,2.0,Low,No,1,Low,2.586177235
Male,15,Elijah Brown,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Other,At_home,Mother,80.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.562212442
Male,16,Liam Smith,Arizona,Rural,GT3,A,College,College,Teacher,Other,Father,50.0,40.0,50.0,60.0,2,2.0,Low,No,3,Low,2.586417283
Female,17,Mia Williams,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,At_home,Services,Mother,80.0,,90.0,100.0,0,0.0,High,Yes,0,High,3.562692539
Female,15,Evelyn Williams,California,Urban,LE3,T,College,College,At_home,Health,Other,40.0,40.0,50.0,50.0,1,,Low,Yes,1,Low,2.586657331
Male,15,Lucas Brown,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,Other,Other,Father,80.0,90.0,90.0,90.0,0,0.0,High,Yes,0,High,3.559091818
Male,16,William Jones,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Other,Health,Other,90.0,80.0,,100.0,0,0.0,High,No,0,High,
Male,16,Liam Johnson,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,Teacher,Teacher,Mother,90.0,,90.0,90.0,0,0.0,High,Yes,0,High,3.390818164
Female,16,Sophia Jones,California,Rural,GT3,A,PostGraduate,PostGraduate,Other,At_home,Other,90.0,90.0,100.0,100.0,0,0.0,High,Yes,0,High,
Female,15,Ava Johnson,California,Urban,GT3,T,College,College,Services,Teacher,Other,40.0,50.0,50.0,50.0,0,2.0,Low,Yes,3,Low,2.586897379
Female,15,Ava Jones,Nevada,Rural,LE3,A,College,College,At_home,At_home,Father,,50.0,50.0,60.0,1,1.0,Low,Yes,3,Low,2.587137427
Male,16,Mason Brown,Arizona,Urban,GT3,T,College,College,Services,Services,Mother,40.0,,50.0,50.0,1,1.0,Low,No,2,Low,2.587377475
Male,15,William Johnson,Arizona,Urban,GT3,A,College,College,Health,Other,Father,50.0,,40.0,60.0,14,1.0,Low,Yes,3,Low,2.587617524
Female,18,Amelia Jones,Utah,Urban,LE3,A,College,College,Services,Services,Mother,50.0,40.0,50.0,60.0,1,1.0,Low,Yes,2,Low,2.587857572
Female,15,Olivia Williams,Utah,Rural,GT3,A,PostGraduate,PostGraduate,At_home,At_home,Father,70.0,,80.0,90.0,0,0.0,High,Yes,0,High,
Male,15,James Jones,California,Rural,GT3,A,College,College,Health,Teacher,Mother,50.0,50.0,50.0,50.0,2,1.0,Low,No,1,Low,2.58809762
Female,15,Charlotte Jones,Oregon,Rural,LE3,A,College,College,Teacher,At_home,Father,40.0,40.0,50.0,60.0,2,1.0,Low,No,3,Low,2.588337668
Female,15,Amelia Jones,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Health,Services,Mother,90.0,100.0,90.0,90.0,0,0.0,High,Yes,0,High,
Female,16,Sophia Smith,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Other,Services,Father,70.0,90.0,80.0,100.0,0,0.0,High,Yes,0,High,
Male,16,William Williams,Nevada,Rural,GT3,T,College,College,At_home,Teacher,Other,50.0,50.0,,60.0,1,1.0,Low,Yes,1,Low,
Male,15,Noah Smith,California,Rural,GT3,T,College,College,Other,Teacher,Father,,40.0,50.0,50.0,2,2.0,Low,Yes,3,Low,2.591458292
Female,19,Ava Williams,Nevada,Urban,LE3,A,PostGraduate,PostGraduate,Services,Services,Other,100.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.435227045
Female,17,Amelia Williams,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,At_home,Father,100.0,100.0,100.0,100.0,0,0.0,High,Yes,0,High,3.393938788
Male,16,Oliver Brown,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,At_home,At_home,Other,100.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.433306661
Male,17,Oliver Smith,Nevada,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,Other,Mother,,,80.0,90.0,0,0.0,High,Yes,0,High,3.392018404
Female,16,Charlotte Johnson,Oregon,Rural,LE3,A,College,College,At_home,Services,Other,40.0,50.0,50.0,50.0,1,2.0,Low,No,1,Low,2.589057812
Female,16,Charlotte Johnson,California,Rural,LE3,A,PostGraduate,PostGraduate,Other,Other,Mother,100.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.390338068
Female,16,Isabella Brown,Nevada,Urban,GT3,T,PostGraduate,PostGraduate,Services,Services,Other,80.0,,100.0,100.0,0,,High,No,0,High,3.421064213
Male,15,James Smith,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Health,Other,Mother,90.0,80.0,90.0,100.0,0,0.0,High,No,0,High,3.612382476
Female,17,Ava Brown,California,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,Health,Other,70.0,80.0,90.0,,0,0.0,High,No,0,High,3.399219844
Female,16,Emma Johnson,Utah,Rural,GT3,A,College,College,At_home,At_home,Father,50.0,50.0,40.0,60.0,1,2.0,Low,No,1,Low,2.58929786
Female,15,Ava Jones,California,Rural,GT3,T,College,College,At_home,At_home,Mother,50.0,40.0,,50.0,11,1.0,Low,Yes,1,Low,2.589537908
Female,18,Evelyn Smith,California,Rural,LE3,T,College,College,Teacher,Health,Mother,40.0,50.0,50.0,60.0,2,2.0,Low,No,3,Low,
Female,16,Olivia Smith,Nevada,Rural,LE3,T,College,College,Health,Teacher,Other,40.0,40.0,,50.0,1,2.0,Low,No,2,Low,2.590018004
Male,15,Oliver Johnson,Utah,Urban,GT3,T,College,College,Services,Health,Father,50.0,50.0,40.0,50.0,2,1.0,Low,Yes,2,Low,2.590258052
Female,15,Amelia Johnson,Arizona,Rural,GT3,A,College,College,At_home,At_home,Mother,40.0,40.0,50.0,60.0,2,1.0,Low,No,2,Low,
Female,15,Emma Williams,Utah,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Services,Mother,100.0,80.0,,,0,0.0,High,Yes,0,High,3.421784357
Male,16,Lucas Smith,Arizona,Urban,GT3,T,College,College,Teacher,Other,Father,50.0,50.0,40.0,60.0,2,1.0,Low,No,2,Low,2.590738148
Male,15,James Johnson,California,Urban,LE3,T,PostGraduate,PostGraduate,Teacher,At_home,Father,70.0,,90.0,100.0,0,0.0,High,No,0,High,3.608061612
Female,15,Amelia Jones,Arizona,Rural,GT3,T,PostGraduate,PostGraduate,At_home,Health,Father,100.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.373774755
Female,17,Emma Jones,Utah,Rural,LE3,A,College,College,At_home,Services,Mother,50.0,40.0,40.0,50.0,1,1.0,Low,Yes,1,Low,2.590978196
Female,17,Harper Williams,Nevada,Urban,LE3,A,College,College,At_home,At_home,Other,50.0,50.0,40.0,50.0,2,2.0,Low,No,3,Low,
Male,15,Benjamin Smith,Nevada,Urban,GT3,T,College,College,Other,Health,Other,40.0,40.0,50.0,60.0,2,1.0,Low,No,2,Low,2.573694739
Male,15,James Brown,Utah,Urban,LE3,T,College,College,At_home,At_home,Mother,40.0,50.0,,50.0,1,1.0,Low,Yes,3,Low,2.573454691
Male,15,Liam Jones,Arizona,Urban,GT3,A,College,College,Services,Health,Mother,50.0,40.0,50.0,60.0,2,,Low,No,1,Low,2.573214643
Male,15,Logan Jones,California,Urban,LE3,A,PostGraduate,PostGraduate,Services,Health,Mother,90.0,,80.0,90.0,0,0.0,High,No,0,High,3.363692739
Female,15,Sophia Williams,Oregon,Rural,LE3,A,College,College,Health,At_home,Mother,40.0,50.0,50.0,50.0,2,1.0,Low,No,1,Low,
Male,15,Liam Johnson,Nevada,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,Services,Father,,100.0,90.0,100.0,0,0.0,High,Yes,0,High,3.426105221
Female,15,Olivia Johnson,Utah,Rural,LE3,T,College,College,Health,At_home,Mother,50.0,40.0,50.0,60.0,2,2.0,Low,No,2,Low,2.55545109
Male,15,Lucas Johnson,California,Urban,LE3,T,College,College,At_home,At_home,Mother,50.0,50.0,40.0,50.0,1,1.0,Low,No,3,Low,2.555691138
Female,15,Emma Smith,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,Services,Mother,70.0,,100.0,100.0,0,,High,No,0,High,3.366333267
Female,17,Evelyn Johnson,California,Rural,LE3,T,College,College,At_home,At_home,Father,50.0,50.0,50.0,60.0,1,1.0,Low,No,3,Low,2.555931186
Female,15,Amelia Brown,Utah,Rural,GT3,T,College,College,Teacher,Other,Father,40.0,50.0,,60.0,1,1.0,Low,Yes,3,Low,2.556171234
Male,18,Liam Jones,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,Other,Other,Father,90.0,90.0,100.0,90.0,0,0.0,High,No,0,High,
Female,15,Ava Jones,California,Rural,LE3,A,College,College,Other,Other,Mother,50.0,40.0,40.0,60.0,0,1.0,Low,No,3,Low,2.556411282
Female,16,Charlotte Smith,Nevada,Rural,GT3,A,College,College,Other,Health,Father,50.0,50.0,40.0,50.0,1,2.0,Low,Yes,1,Low,2.55665133
Female,16,Evelyn Brown,Utah,Urban,LE3,A,College,College,Health,Teacher,Mother,,40.0,40.0,50.0,2,1.0,Low,No,2,Low,2.556891378
Male,15,Benjamin Jones,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,At_home,Mother,90.0,80.0,80.0,90.0,0,0.0,High,Yes,0,High,3.415783157
Female,15,Isabella Johnson,Utah,Urban,GT3,T,College,College,Health,Teacher,Other,40.0,,50.0,50.0,1,1.0,Low,Yes,2,Low,2.557131426
Male,17,Oliver Smith,Utah,Rural,LE3,A,College,College,Teacher,Other,Father,50.0,50.0,40.0,60.0,2,1.0,Low,Yes,3,Low,2.557371474
Female,17,Evelyn Jones,California,Urban,GT3,A,College,College,At_home,Services,Other,50.0,40.0,40.0,50.0,1,2.0,Low,Yes,2,Low,2.557611522
Male,18,James Williams,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Other,Other,Other,100.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.608541708
Female,15,Amelia Johnson,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Other,At_home,Father,100.0,80.0,90.0,100.0,0,0.0,High,No,0,High,3.383856771
Female,16,Harper Johnson,Oregon,Urban,LE3,T,College,College,Teacher,Teacher,Father,50.0,,40.0,60.0,2,2.0,Low,No,1,Low,2.558091618
Female,16,Evelyn Jones,Nevada,Rural,GT3,A,College,College,Health,Teacher,Other,40.0,40.0,50.0,50.0,1,1.0,Low,No,2,Low,
Female,15,Harper Williams,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Health,Health,Mother,80.0,90.0,90.0,100.0,0,0.0,High,Yes,0,High,
Male,15,Mason Johnson,California,Urban,LE3,T,College,College,Services,Services,Other,40.0,50.0,50.0,60.0,2,,Low,No,2,Low,2.558331666
Female,17,Sophia Brown,Nevada,Rural,GT3,T,College,College,Other,Other,Father,50.0,50.0,50.0,50.0,2,1.0,Low,Yes,2,Low,2.558571714
Female,19,Isabella Williams,California,Rural,LE3,T,PostGraduate,PostGraduate,Other,Services,Mother,100.0,90.0,80.0,90.0,0,0.0,High,No,0,High,3.411222244
Female,16,Isabella Smith,California,Urban,GT3,A,PostGraduate,PostGraduate,Health,At_home,Other,70.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.407861572
Male,16,Benjamin Brown,Oregon,Rural,GT3,T,College,College,Other,Health,Other,,50.0,50.0,50.0,2,2.0,Low,Yes,3,Low,2.558811762
Male,15,Logan Johnson,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Health,Other,Other,80.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.409541908
Male,17,Mason Brown,California,Urban,LE3,A,College,College,Services,At_home,Father,40.0,50.0,50.0,60.0,1,14.0,Low,No,1,Low,
Female,15,Charlotte Johnson,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,Services,Other,80.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.380976195
Male,15,Elijah Brown,Arizona,Urban,LE3,T,College,College,Teacher,Health,Father,40.0,50.0,50.0,50.0,2,2.0,Low,No,3,Low,2.559291858
Male,16,Liam Williams,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,Services,Other,Mother,100.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.380016003
Male,16,Lucas Jones,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Other,Services,Mother,70.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.379535907
Female,15,Harper Jones,Nevada,Rural,GT3,A,College,College,At_home,Other,Other,50.0,50.0,40.0,60.0,2,2.0,Low,Yes,3,Low,2.559531906
Male,15,Oliver Jones,Arizona,Rural,LE3,T,PostGraduate,PostGraduate,Other,Health,Father,90.0,80.0,80.0,100.0,0,0.0,High,No,0,High,3.378815763
Female,18,Mia Jones,Oregon,Urban,GT3,T,College,College,Health,Health,Other,40.0,50.0,50.0,50.0,1,2.0,Low,Yes,2,Low,2.559771954
Male,16,James Johnson,California,Urban,GT3,A,College,College,At_home,Services,Mother,50.0,50.0,40.0,50.0,1,1.0,Low,Yes,2,Low,2.560012002
Male,15,William Johnson,Oregon,Urban,GT3,A,College,College,Services,Other,Father,50.0,40.0,,60.0,2,2.0,Low,No,1,Low,2.56025205
Female,17,Charlotte Smith,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,Teacher,Mother,100.0,90.0,80.0,90.0,0,0.0,High,No,0,High,3.377135427
Female,17,Emma Brown,Nevada,Rural,LE3,T,College,College,Teacher,At_home,Mother,,50.0,50.0,50.0,2,1.0,Low,Yes,1,Low,2.560492098
Female,15,Ava Smith,Oregon,Rural,GT3,T,College,College,Other,Health,Father,40.0,40.0,50.0,60.0,2,1.0,Low,No,2,Low,2.555211042
Male,15,Liam Williams,Nevada,Urban,LE3,A,College,College,Teacher,Other,Father,50.0,50.0,50.0,60.0,2,2.0,Low,No,3,Low,2.554970994
Female,16,Olivia Brown,Oregon,Urban,LE3,T,College,College,Other,Services,Father,40.0,40.0,,,2,2.0,Low,Yes,2,Low,2.554730946
Female,17,Evelyn Brown,Utah,Urban,LE3,T,PostGraduate,PostGraduate,Health,Services,Other,70.0,90.0,100.0,90.0,0,0.0,High,No,0,High,3.468113623
Male,17,Elijah Smith,Arizona,Rural,LE3,T,College,College,Health,Health,Other,40.0,50.0,50.0,60.0,2,1.0,Low,No,3,Low,2.554490898
Female,15,Harper Johnson,Oregon,Rural,LE3,A,College,College,Services,Health,Father,40.0,50.0,50.0,50.0,1,2.0,Low,Yes,3,Low,2.54944989
Female,15,Ava Johnson,California,Urban,LE3,A,PostGraduate,PostGraduate,Health,Teacher,Father,90.0,100.0,,90.0,10,0.0,High,Yes,0,High,3.463072615
Male,15,James Williams,Utah,Urban,LE3,T,College,College,Other,Services,Other,50.0,50.0,40.0,50.0,1,2.0,Low,No,1,Low,2.549689938
Male,16,Noah Jones,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,Other,Father,80.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.466673335
Male,15,Oliver Williams,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Health,At_home,Mother,90.0,80.0,100.0,100.0,0,0.0,High,Yes,0,High,3.467393479
Female,16,Amelia Johnson,Utah,Urban,LE3,T,College,College,Health,At_home,Father,50.0,40.0,50.0,60.0,2,1.0,Low,No,2,Low,
Male,15,Benjamin Williams,Utah,Urban,GT3,A,College,College,Other,Teacher,Other,50.0,40.0,40.0,60.0,1,2.0,Low,Yes,3,Low,2.550170034
Female,15,Evelyn Brown,California,Urban,GT3,A,PostGraduate,PostGraduate,Health,Other,Father,70.0,80.0,90.0,90.0,0,0.0,High,No,0,High,3.383136627
Male,16,Logan Johnson,Arizona,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,At_home,Father,100.0,100.0,100.0,90.0,0,0.0,High,No,0,High,
Male,15,Liam Smith,California,Urban,GT3,T,College,College,Teacher,At_home,Mother,40.0,40.0,40.0,50.0,1,2.0,Low,Yes,2,Low,2.550410082
Male,18,Oliver Smith,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Teacher,Other,Father,70.0,90.0,100.0,100.0,0,0.0,High,No,0,High,3.609261852
Female,17,Mia Williams,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,Other,Other,70.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.367293459
Female,18,Ava Smith,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,At_home,Health,Other,80.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.367053411
Female,17,Isabella Jones,Nevada,Urban,GT3,T,College,College,Teacher,At_home,Mother,40.0,,50.0,50.0,1,17.0,Low,No,2,Low,2.55065013
Female,15,Emma Brown,Nevada,Rural,GT3,T,College,College,At_home,At_home,Mother,40.0,40.0,50.0,60.0,1,1.0,Low,Yes,3,Low,2.550890178
Female,17,Emma Brown,California,Urban,LE3,T,PostGraduate,PostGraduate,Teacher,Teacher,Other,100.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,
Male,17,James Jones,Nevada,Rural,LE3,A,College,College,Teacher,Health,Father,40.0,40.0,50.0,50.0,1,1.0,Low,Yes,3,Low,2.551130226
Male,15,Lucas Williams,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,Other,Health,Other,80.0,100.0,90.0,90.0,0,0.0,High,Yes,0,High,3.476515303
Male,15,Liam Brown,Utah,Rural,GT3,T,College,College,Teacher,At_home,Mother,50.0,40.0,40.0,60.0,1,1.0,Low,No,2,Low,
Male,17,James Jones,Utah,Urban,GT3,A,College,College,Health,Services,Other,40.0,40.0,50.0,50.0,2,,Low,Yes,1,Low,2.551610322
Female,15,Charlotte Johnson,Utah,Rural,GT3,T,College,College,Teacher,Services,Mother,50.0,50.0,50.0,50.0,1,1.0,Low,Yes,1,Low,2.55185037
Female,17,Amelia Brown,Nevada,Urban,LE3,A,College,College,Services,Other,Other,,40.0,50.0,60.0,19,2.0,Low,Yes,1,Low,2.552090418
Female,15,Ava Brown,California,Rural,LE3,T,PostGraduate,PostGraduate,Other,Health,Father,90.0,100.0,80.0,100.0,0,0.0,High,Yes,0,High,3.369213843
Male,16,Lucas Brown,Nevada,Rural,LE3,A,College,College,Other,At_home,Father,50.0,50.0,50.0,60.0,2,,Low,No,1,Low,2.552330466
Male,16,Mason Williams,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Teacher,At_home,Mother,90.0,100.0,80.0,90.0,0,0.0,High,Yes,0,High,3.374014803
Female,15,Evelyn Smith,Utah,Rural,LE3,A,PostGraduate,PostGraduate,Services,At_home,Father,100.0,80.0,90.0,100.0,0,0.0,High,Yes,0,High,3.372814563
Male,15,Mason Williams,Arizona,Rural,GT3,A,PostGraduate,PostGraduate,Teacher,Teacher,Mother,70.0,100.0,80.0,90.0,0,0.0,High,No,0,High,3.687517504
Male,16,Logan Smith,Nevada,Urban,LE3,A,College,College,Health,Services,Father,,50.0,50.0,50.0,1,2.0,Low,No,3,Low,2.552570514
Female,15,Emma Jones,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,Other,Teacher,Other,100.0,90.0,,90.0,0,0.0,High,Yes,0,High,3.446269254
Male,16,William Brown,Utah,Urban,GT3,A,College,College,Other,At_home,Father,50.0,40.0,40.0,60.0,1,2.0,Low,No,2,Low,2.552810562
Female,15,Emma Johnson,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Services,At_home,Other,,90.0,100.0,90.0,0,0.0,High,No,0,High,3.370174035
Male,17,James Jones,Nevada,Rural,LE3,A,PostGraduate,PostGraduate,At_home,Health,Mother,80.0,90.0,100.0,100.0,0,0.0,High,Yes,0,High,3.44794959
Female,17,Sophia Johnson,Arizona,Rural,LE3,T,College,College,Services,Health,Father,40.0,50.0,50.0,50.0,2,2.0,Low,Yes,1,Low,2.55305061
Male,15,Mason Williams,Nevada,Rural,LE3,A,PostGraduate,PostGraduate,Health,Services,Father,70.0,90.0,100.0,100.0,0,0.0,High,Yes,0,High,3.398739748
Female,15,Amelia Williams,California,Rural,GT3,T,PostGraduate,PostGraduate,Services,Other,Other,,80.0,80.0,90.0,0,0.0,High,Yes,0,High,3.6095019
Female,15,Charlotte Williams,Utah,Rural,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Mother,90.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,3.441708342
Male,16,Lucas Jones,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Health,Health,Father,70.0,100.0,100.0,100.0,0,0.0,High,No,0,High,3.392258452
Male,16,Lucas Brown,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,Health,Services,Mother,80.0,80.0,90.0,90.0,0,0.0,High,Yes,0,High,3.45635127
Female,18,Evelyn Williams,Oregon,Rural,GT3,T,College,College,At_home,Teacher,Mother,40.0,50.0,40.0,50.0,2,1.0,Low,No,1,Low,2.553290658
Female,17,Olivia Jones,Arizona,Rural,GT3,T,PostGraduate,PostGraduate,Teacher,At_home,Father,70.0,80.0,80.0,90.0,0,0.0,High,No,0,High,3.458271654
Female,15,Harper Brown,Arizona,Rural,LE3,T,College,College,Services,Other,Other,40.0,50.0,40.0,60.0,2,1.0,Low,No,3,Low,
Female,16,Amelia Smith,Nevada,Rural,GT3,T,College,College,Health,Services,Mother,40.0,50.0,,60.0,2,,Low,Yes,1,Low,
Female,16,Sophia Brown,California,Rural,GT3,A,PostGraduate,PostGraduate,Services,Other,Mother,,100.0,90.0,90.0,0,0.0,High,No,0,High,
Male,16,Oliver Brown,Arizona,Urban,GT3,T,College,College,At_home,At_home,Father,50.0,50.0,50.0,50.0,2,1.0,Low,Yes,3,Low,2.554010802
Male,18,Lucas Jones,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,Other,Services,Mother,70.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.400180036
Male,15,Lucas Smith,Oregon,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Health,Father,90.0,80.0,100.0,100.0,0,0.0,High,Yes,0,High,3.398979796
Male,16,James Jones,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Services,Other,Mother,70.0,100.0,90.0,90.0,0,11.0,High,No,0,High,3.578055611
Male,16,Mason Williams,Oregon,Rural,GT3,T,College,College,Health,Teacher,Other,40.0,50.0,40.0,50.0,2,2.0,Low,No,3,Low,2.55425085
Female,18,Harper Johnson,Oregon,Rural,LE3,A,PostGraduate,PostGraduate,Services,Teacher,Other,70.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.688237648
Male,15,Oliver Jones,California,Urban,LE3,T,College,College,Other,Other,Other,50.0,40.0,50.0,60.0,1,2.0,Low,Yes,3,Low,2.55785157
